,EC-NUMBER,PRODUCTS
1799,EC-1.1.1.375,2-Oxo-carboxylates
1800,EC-1.1.1.375,NADH-P-OR-NOP
1801,EC-1.1.1.375,PROTON
1802,EC-1.1.1.376,L-RHAMNONO-14-LACTONE
1803,EC-1.1.1.376,NADPH
1804,EC-1.1.1.376,PROTON
1805,EC-1.1.1.377,L-RHAMNONO-14-LACTONE
1806,EC-1.1.1.377,NADH-P-OR-NOP
1807,EC-1.1.1.377,PROTON
1808,EC-1.1.1.378,PHENYLGLYOXYLATE
1809,EC-1.1.1.378,NADH
1810,EC-1.1.1.378,PROTON
1811,EC-1.1.1.379,PYRUVATE
1812,EC-1.1.1.379,CARBON-DIOXIDE
1813,EC-1.1.1.379,NADH
1814,EC-1.1.1.38,FRUCTURONATE
1815,EC-1.1.1.38,NADH
1816,EC-1.1.1.38,PROTON
1817,EC-1.1.1.380,AMINO-ACETONE
1818,EC-1.1.1.380,CARBON-DIOXIDE
1819,EC-1.1.1.380,NADPH
1820,EC-1.1.1.381,2-ACETO-LACTATE
1821,EC-1.1.1.381,NADH
1822,EC-1.1.1.381,PROTON
1823,EC-1.1.1.382,2-ACETO-2-HYDROXY-BUTYRATE
1824,EC-1.1.1.382,NADH-P-OR-NOP
1825,EC-1.1.1.382,PROTON
1826,EC-1.1.1.383,2-ACETO-LACTATE
1827,EC-1.1.1.383,NADH-P-OR-NOP
1828,EC-1.1.1.383,PROTON
1829,EC-1.1.1.384,CPD-17509
1830,EC-1.1.1.384,NADH
1831,EC-1.1.1.384,PROTON
1832,EC-1.1.1.385,CPD-15919
1833,EC-1.1.1.385,NADH-P-OR-NOP
1834,EC-1.1.1.385,PROTON
1835,EC-1.1.1.386,CPD-1772
1836,EC-1.1.1.386,NADH
1837,EC-1.1.1.386,CARBON-DIOXIDE
1838,EC-1.1.1.387,D-6-P-GLUCONO-DELTA-LACTONE
1839,EC-1.1.1.387,NADH
1840,EC-1.1.1.387,PROTON
1841,EC-1.1.1.388,CPD-343
1842,EC-1.1.1.388,NADH
1843,EC-1.1.1.388,PROTON
1844,EC-1.1.1.389,PYRUVATE
1845,EC-1.1.1.389,CARBON-DIOXIDE
1846,EC-1.1.1.389,NADH
1847,EC-1.1.1.39,CPD-18481
1848,EC-1.1.1.39,NADH
1849,EC-1.1.1.39,PROTON
1850,EC-1.1.1.390,CPD-18825
1851,EC-1.1.1.390,NADH
1852,EC-1.1.1.390,PROTON
1853,EC-1.1.1.391,CPD-18798
1854,EC-1.1.1.391,NADH
1855,EC-1.1.1.391,PROTON
1856,EC-1.1.1.391,CPD-12452
1857,EC-1.1.1.391,NADH
1858,EC-1.1.1.391,PROTON
1859,EC-1.1.1.391,3-OXO-5-BETA-CHOLANATE
1860,EC-1.1.1.391,NADH
1861,EC-1.1.1.391,PROTON
1862,EC-1.1.1.392,CPD-18798
1863,EC-1.1.1.392,NADPH
1864,EC-1.1.1.392,PROTON
1865,EC-1.1.1.392,CPD-18825
1866,EC-1.1.1.392,NADPH
1867,EC-1.1.1.392,PROTON
1868,EC-1.1.1.392,CPD-12452
1869,EC-1.1.1.392,NADPH
1870,EC-1.1.1.392,PROTON
1871,EC-1.1.1.393,CPD-18825
1872,EC-1.1.1.393,NADPH
1873,EC-1.1.1.393,PROTON
1874,EC-1.1.1.393,CPD-12452
1875,EC-1.1.1.393,NADPH
1876,EC-1.1.1.393,PROTON
1877,EC-1.1.1.393,3-OXOGLYCYRRHETINATE
1878,EC-1.1.1.393,NADPH
1879,EC-1.1.1.393,PROTON
1880,EC-1.1.1.393,CPD-13676
1881,EC-1.1.1.393,NADPH
1882,EC-1.1.1.393,PROTON
1883,EC-1.1.1.393,CPD-18798
1884,EC-1.1.1.393,NADPH
1885,EC-1.1.1.393,PROTON
1886,EC-1.1.1.394,3-OXO-DEOXYCHOLYL-COA
1887,EC-1.1.1.394,NADH
1888,EC-1.1.1.394,PROTON
1889,EC-1.1.1.395,3-Oxosteroyl-CoA
1890,EC-1.1.1.395,NADH
1891,EC-1.1.1.395,PROTON
1892,EC-1.1.1.395,CPD-18819
1893,EC-1.1.1.395,NADH
1894,EC-1.1.1.395,PROTON
1895,EC-1.1.1.395,3-OXO-CHOLYL-COA
1896,EC-1.1.1.395,NADH
1897,EC-1.1.1.395,PROTON
1898,EC-1.1.1.395,CPD-18823
1899,EC-1.1.1.395,NADH
1900,EC-1.1.1.395,PROTON
1901,EC-1.1.1.396,CPD-18840
1902,EC-1.1.1.396,NADH
1903,EC-1.1.1.396,PROTON
1904,EC-1.1.1.396,CPD-9066
1905,EC-1.1.1.396,NADH
1906,EC-1.1.1.396,PROTON
1907,EC-1.1.1.397,CPD-19032
1908,EC-1.1.1.397,NADH
1909,EC-1.1.1.397,PROTON
1910,EC-1.1.1.398,2-KETOGLUTARATE
1911,EC-1.1.1.398,NADH
1912,EC-1.1.1.398,PROTON
1913,EC-1.1.1.399,2-KETOGLUTARATE
1914,EC-1.1.1.399,NADH
1915,EC-1.1.1.399,PROTON
1916,EC-1.1.1.4,PYRUVATE
1917,EC-1.1.1.4,CARBON-DIOXIDE
1918,EC-1.1.1.4,NADPH
1919,EC-1.1.1.40,CPD-19037
1920,EC-1.1.1.40,NADH
1921,EC-1.1.1.40,PROTON
1922,EC-1.1.1.400,CPD-13044
1923,EC-1.1.1.400,NADH
1924,EC-1.1.1.400,PROTON
1925,EC-1.1.1.401,CPD-19135
1926,EC-1.1.1.401,NADPH
1927,EC-1.1.1.401,PROTON
1928,EC-1.1.1.402,D-ERYTHRULOSE
1929,EC-1.1.1.402,NADH
1930,EC-1.1.1.402,PROTON
1931,EC-1.1.1.403,CPD-19762
1932,EC-1.1.1.403,NADH
1933,EC-1.1.1.404,RIBULOSE-5P
1934,EC-1.1.1.404,NADPH
1935,EC-1.1.1.404,PROTON
1936,EC-1.1.1.405,CPD-15825
1937,EC-1.1.1.405,NADH
1938,EC-1.1.1.405,PROTON
1939,EC-1.1.1.406,TAGATOSE
1940,EC-1.1.1.406,NADH
1941,EC-1.1.1.406,PROTON
1942,EC-1.1.1.407,DIHYDROXY-ACETONE-PHOSPHATE
1943,EC-1.1.1.407,CARBON-DIOXIDE
1944,EC-1.1.1.407,NADH
1945,EC-1.1.1.408,DIHYDROXY-ACETONE-PHOSPHATE
1946,EC-1.1.1.408,CARBON-DIOXIDE
1947,EC-1.1.1.408,NADH
1948,EC-1.1.1.409,2-KETOGLUTARATE
1949,EC-1.1.1.409,CARBON-DIOXIDE
1950,EC-1.1.1.409,NADH
1951,EC-1.1.1.41,CPD-19883
1952,EC-1.1.1.41,NADH
1953,EC-1.1.1.41,PROTON
1954,EC-1.1.1.410,CPD-19882
1955,EC-1.1.1.410,NADH
1956,EC-1.1.1.410,PROTON
1957,EC-1.1.1.411,CPD-19853
1958,EC-1.1.1.411,NADPH
1959,EC-1.1.1.411,PROTON
1960,EC-1.1.1.412,CPD-19861
1961,EC-1.1.1.412,NADPH
1962,EC-1.1.1.412,PROTON
1963,EC-1.1.1.412,CPD-19849
1964,EC-1.1.1.412,NADPH
1965,EC-1.1.1.412,PROTON
1966,EC-1.1.1.412,CPD-19859
1967,EC-1.1.1.412,NADPH
1968,EC-1.1.1.412,PROTON
1969,EC-1.1.1.412,CPD-14241
1970,EC-1.1.1.412,NADPH
1971,EC-1.1.1.412,PROTON
1972,EC-1.1.1.412,CPD-19860
1973,EC-1.1.1.412,NADPH
1974,EC-1.1.1.412,PROTON
1975,EC-1.1.1.413,A-factor-type-lactones
1976,EC-1.1.1.413,NADPH
1977,EC-1.1.1.413,PROTON
1978,EC-1.1.1.414,CPD-14834
1979,EC-1.1.1.414,NADH
1980,EC-1.1.1.414,PROTON
1981,EC-1.1.1.415,2-KETOGLUTARATE
1982,EC-1.1.1.415,CARBON-DIOXIDE
1983,EC-1.1.1.415,NADPH
1984,EC-1.1.1.42,CPD-339
1985,EC-1.1.1.42,NADH-P-OR-NOP
1986,EC-1.1.1.42,PROTON
1987,EC-1.1.1.43,RIBULOSE-5P
1988,EC-1.1.1.43,CARBON-DIOXIDE
1989,EC-1.1.1.43,NADPH
1990,EC-1.1.1.44,PROTON
1991,EC-1.1.1.44,NADH
1992,EC-1.1.1.44,3-KETO-L-GULONATE
1993,EC-1.1.1.45,CPD-368
1994,EC-1.1.1.45,NADH
1995,EC-1.1.1.45,PROTON
1996,EC-1.1.1.46,GLC-D-LACTONE
1997,EC-1.1.1.46,NADH-P-OR-NOP
1998,EC-1.1.1.46,PROTON
1999,EC-1.1.1.47,D-GALACTONO-1-4-LACTONE
2000,EC-1.1.1.47,NADH
2001,EC-1.1.1.47,PROTON
2002,EC-1.1.1.48,D-6-P-GLUCONO-DELTA-LACTONE
2003,EC-1.1.1.48,NADPH
2004,EC-1.1.1.48,PROTON
2005,EC-1.1.1.49,3-Oxosteroids
2006,EC-1.1.1.49,NADH-P-OR-NOP
2007,EC-1.1.1.49,PROTON
2008,EC-1.1.1.50,CPD-342
2009,EC-1.1.1.50,NADH-P-OR-NOP
2010,EC-1.1.1.50,PROTON
2011,EC-1.1.1.51,3-OXO-5-BETA-CHOLANATE
2012,EC-1.1.1.51,NADH
2013,EC-1.1.1.51,PROTON
2014,EC-1.1.1.52,CPD-18798
2015,EC-1.1.1.52,NADH
2016,EC-1.1.1.52,PROTON
2017,EC-1.1.1.52,CPD-18825
2018,EC-1.1.1.52,NADH
2019,EC-1.1.1.52,PROTON
2020,EC-1.1.1.52,CPD-12452
2021,EC-1.1.1.52,NADH
2022,EC-1.1.1.52,PROTON
2023,EC-1.1.1.53,ACROLEIN
2024,EC-1.1.1.53,NADPH
2025,EC-1.1.1.53,PROTON
2026,EC-1.1.1.54,LACTALD
2027,EC-1.1.1.54,NADPH
2028,EC-1.1.1.54,PROTON
2029,EC-1.1.1.55,D-RIBULOSE
2030,EC-1.1.1.55,NADH
2031,EC-1.1.1.55,PROTON
2032,EC-1.1.1.56,FRUCTURONATE
2033,EC-1.1.1.56,NADH
2034,EC-1.1.1.56,PROTON
2035,EC-1.1.1.57,PROTON
2036,EC-1.1.1.57,NADH
2037,EC-1.1.1.57,D-TAGATURONATE
2038,EC-1.1.1.58,MALONATE-S-ALD
2039,EC-1.1.1.58,NADH
2040,EC-1.1.1.58,PROTON
2041,EC-1.1.1.59,PROTON
2042,EC-1.1.1.59,DIHYDROXYACETONE
2043,EC-1.1.1.59,NADH
2044,EC-1.1.1.6,TARTRONATE-S-ALD
2045,EC-1.1.1.6,NADH-P-OR-NOP
2046,EC-1.1.1.6,PROTON
2047,EC-1.1.1.60,SUCC-S-ALD
2048,EC-1.1.1.60,NADH
2049,EC-1.1.1.60,PROTON
2050,EC-1.1.1.61,ESTRONE
2051,EC-1.1.1.61,NADH-P-OR-NOP
2052,EC-1.1.1.61,PROTON
2053,EC-1.1.1.62,ANDROST4ENE
2054,EC-1.1.1.62,NADPH
2055,EC-1.1.1.62,PROTON
2056,EC-1.1.1.64,PROTON
2057,EC-1.1.1.64,NADPH
2058,EC-1.1.1.64,PYRIDOXAL
2059,EC-1.1.1.65,10-OXODECANOATE
2060,EC-1.1.1.65,NADH
2061,EC-1.1.1.65,PROTON
2062,EC-1.1.1.66,CPD-15382
2063,EC-1.1.1.66,NADH
2064,EC-1.1.1.66,PROTON
2065,EC-1.1.1.67,5-DEHYDROGLUCONATE
2066,EC-1.1.1.67,NADH-P-OR-NOP
2067,EC-1.1.1.67,PROTON
2068,EC-1.1.1.69,HYDROXYACETONE-PHOSPHATE
2069,EC-1.1.1.69,NADH
2070,EC-1.1.1.69,PROTON
2071,EC-1.1.1.7,Aldehydes
2072,EC-1.1.1.7,NADH-P-OR-NOP
2073,EC-1.1.1.7,PROTON
2074,EC-1.1.1.71,GLYCERALD
2075,EC-1.1.1.71,NADPH
2076,EC-1.1.1.71,PROTON
2077,EC-1.1.1.72,PROTON
2078,EC-1.1.1.72,NADH
2079,EC-1.1.1.72,CPD-371
2080,EC-1.1.1.73,PROTON
2081,EC-1.1.1.73,AMINO-ACETONE
2082,EC-1.1.1.73,NADH
2083,EC-1.1.1.75,CPD-255
2084,EC-1.1.1.75,NADH
2085,EC-1.1.1.75,PROTON
2086,EC-1.1.1.76,CPD-358
2087,EC-1.1.1.76,NADH
2088,EC-1.1.1.76,PROTON
2089,EC-1.1.1.77,GLYCOLALDEHYDE
2090,EC-1.1.1.77,NADH
2091,EC-1.1.1.77,PROTON
2092,EC-1.1.1.77,LACTALD
2093,EC-1.1.1.77,NADH
2094,EC-1.1.1.77,PROTON
2095,EC-1.1.1.78,GLYOX
2096,EC-1.1.1.78,NADPH
2097,EC-1.1.1.78,PROTON
2098,EC-1.1.1.79,DIHYDROXY-ACETONE-PHOSPHATE
2099,EC-1.1.1.79,NADH
2100,EC-1.1.1.79,PROTON
2101,EC-1.1.1.8,ACETONE
2102,EC-1.1.1.8,NADPH
2103,EC-1.1.1.8,PROTON
2104,EC-1.1.1.80,OH-PYR
2105,EC-1.1.1.80,NADH-P-OR-NOP
2106,EC-1.1.1.80,PROTON
2107,EC-1.1.1.81,PROTON
2108,EC-1.1.1.81,NADPH
2109,EC-1.1.1.81,OXALACETIC_ACID
2110,EC-1.1.1.82,PYRUVATE
2111,EC-1.1.1.82,NADH
2112,EC-1.1.1.82,CARBON-DIOXIDE
2113,EC-1.1.1.83,NADH
2114,EC-1.1.1.83,CARBON-DIOXIDE
2115,EC-1.1.1.83,2-KETO-ISOVALERATE
2116,EC-1.1.1.84,CPDQT-28
2117,EC-1.1.1.84,CARBON-DIOXIDE
2118,EC-1.1.1.84,NADH
2119,EC-1.1.1.85,CPDQT-27
2120,EC-1.1.1.85,CARBON-DIOXIDE
2121,EC-1.1.1.85,NADH
2122,EC-1.1.1.85,2K-4CH3-PENTANOATE
2123,EC-1.1.1.85,CARBON-DIOXIDE
2124,EC-1.1.1.85,NADH
2125,EC-1.1.1.85,CPDQT-29
2126,EC-1.1.1.85,CARBON-DIOXIDE
2127,EC-1.1.1.85,NADH
2128,EC-1.1.1.85,CPD-3618
2129,EC-1.1.1.85,CARBON-DIOXIDE
2130,EC-1.1.1.85,NADH
2131,EC-1.1.1.85,CPDQT-41
2132,EC-1.1.1.85,CARBON-DIOXIDE
2133,EC-1.1.1.85,NADH
2134,EC-1.1.1.85,CPDQT-30
2135,EC-1.1.1.85,CARBON-DIOXIDE
2136,EC-1.1.1.85,NADH
2137,EC-1.1.1.86,2-ACETO-LACTATE
2138,EC-1.1.1.86,NADPH
2139,EC-1.1.1.86,PROTON
2140,EC-1.1.1.87,3-HYDROXY-3-METHYL-GLUTARYL-COA
2141,EC-1.1.1.87,NADH
2142,EC-1.1.1.87,PROTON
2143,EC-1.1.1.88,D-XYLULOSE
2144,EC-1.1.1.88,NADH
2145,EC-1.1.1.88,PROTON
2146,EC-1.1.1.9,3-OH-BENZALDEHYDE
2147,EC-1.1.1.9,NADH
2148,EC-1.1.1.9,PROTON
2149,EC-1.1.1.90,PROTON
2150,EC-1.1.1.90,CPD-10660
2151,EC-1.1.1.90,NADH
2152,EC-1.1.1.90,PROTON
2153,EC-1.1.1.90,CPD-8773
2154,EC-1.1.1.90,NADH
2155,EC-1.1.1.90,PROTON
2156,EC-1.1.1.90,BENZALDEHYDE
2157,EC-1.1.1.90,NADH
2158,EC-1.1.1.90,CPD-18278
2159,EC-1.1.1.90,PROTON
2160,EC-1.1.1.90,NADH
2161,EC-1.1.1.90,CPD-18279
2162,EC-1.1.1.90,PROTON
2163,EC-1.1.1.90,NADH
2164,EC-1.1.1.90,PROTON
2165,EC-1.1.1.90,CPD-8774
2166,EC-1.1.1.90,NADH
2167,EC-1.1.1.90,Aryl-Aldehyde
2168,EC-1.1.1.90,NADH
2169,EC-1.1.1.90,PROTON
2170,EC-1.1.1.91,CPD-703
2171,EC-1.1.1.91,NADPH
2172,EC-1.1.1.91,PROTON
2173,EC-1.1.1.91,CPD-8887
2174,EC-1.1.1.91,NADH-P-OR-NOP
2175,EC-1.1.1.91,PROTON
2176,EC-1.1.1.92,PROTON
2177,EC-1.1.1.92,CPD-66
2178,EC-1.1.1.92,NADH
2179,EC-1.1.1.93,PROTON
2180,EC-1.1.1.93,NADH
2181,EC-1.1.1.93,CPD-66
2182,EC-1.1.1.94,PROTON
2183,EC-1.1.1.94,3-P-HYDROXYPYRUVATE
2184,EC-1.1.1.94,NADH
2185,EC-1.1.1.95,PROTON
2186,EC-1.1.1.95,DIIODO-4-HYDROXYPHENYLPYRUVATE
2187,EC-1.1.1.95,NADH
2188,EC-1.1.1.96,3-OH-BENZALDEHYDE
2189,EC-1.1.1.96,NADPH
2190,EC-1.1.1.96,PROTON
2191,EC-1.1.1.97,PROTON
2192,EC-1.1.1.97,NADH
2193,EC-1.1.1.97,2-OXOSTEARATE
2194,EC-1.1.1.98,PROTON
2195,EC-1.1.1.98,NADH
2196,EC-1.1.1.98,2-OXOSTEARATE
2197,EC-1.1.1.99,CPD-12490
2198,EC-1.1.1.99,NADH-P-OR-NOP
2199,EC-1.1.1.99,PROTON
2200,EC-1.1.1.M1,Phthiodiolenones
2201,EC-1.1.1.M1,NADPH
2202,EC-1.1.1.M1,PROTON
2203,EC-1.1.1.M10,CPD-18636
2204,EC-1.1.1.M10,NADPH
2205,EC-1.1.1.M10,PROTON
2206,EC-1.1.1.M10,CPD-18656
2207,EC-1.1.1.M10,NADPH
2208,EC-1.1.1.M10,PROTON
2209,EC-1.1.1.M10,CPD-18637
2210,EC-1.1.1.M10,NADPH
2211,EC-1.1.1.M10,PROTON
2212,EC-1.1.1.M10,CPD-18660
2213,EC-1.1.1.M10,NADPH
2214,EC-1.1.1.M10,PROTON
2215,EC-1.1.1.M10,Phenolphthiodiolenone
2216,EC-1.1.1.M10,NADPH
2217,EC-1.1.1.M10,PROTON
2218,EC-1.1.1.M11,CPD-18627
2219,EC-1.1.1.M11,NADPH
2220,EC-1.1.1.M11,PROTON
2221,EC-1.1.1.M11,Phthiodiolones
2222,EC-1.1.1.M11,NADPH
2223,EC-1.1.1.M11,PROTON
2224,EC-1.1.1.M11,CPD-18629
2225,EC-1.1.1.M11,NADPH
2226,EC-1.1.1.M11,PROTON
2227,EC-1.1.1.M11,Phenolphthiodiolone
2228,EC-1.1.1.M11,NADPH
2229,EC-1.1.1.M11,PROTON
2230,EC-1.1.1.M11,CPD-18694
2231,EC-1.1.1.M11,NADPH
2232,EC-1.1.1.M11,PROTON
2233,EC-1.1.1.M19,CPD-15676
2234,EC-1.1.1.M19,NADH
2235,EC-1.1.1.M19,PROTON
2236,EC-1.1.1.M19,CPD-15691
2237,EC-1.1.1.M19,NADH
2238,EC-1.1.1.M19,PROTON
2239,EC-1.1.1.M19,CPD0-2106
2240,EC-1.1.1.M19,NADH
2241,EC-1.1.1.M19,PROTON
2242,EC-1.1.1.M19,CPD-15687
2243,EC-1.1.1.M19,NADH
2244,EC-1.1.1.M19,PROTON
2245,EC-1.1.1.M19,3-KETOACYL-COA
2246,EC-1.1.1.M19,NADH
2247,EC-1.1.1.M19,PROTON
2248,EC-1.1.1.M19,CPD-15667
2249,EC-1.1.1.M19,NADH
2250,EC-1.1.1.M19,PROTON
2251,EC-1.1.1.M2,ACETONE
2252,EC-1.1.1.M2,NADH
2253,EC-1.1.1.M2,PROTON
2254,EC-1.1.1.M22,CPD-18785
2255,EC-1.1.1.M22,NADH
2256,EC-1.1.1.M22,PROTON
2257,EC-1.1.1.M23,CPD-19008
2258,EC-1.1.1.M23,NADH
2259,EC-1.1.1.M23,PROTON
2260,EC-1.1.1.M24,CPD-19044
2261,EC-1.1.1.M24,NADH
2262,EC-1.1.1.M24,PROTON
2263,EC-1.1.1.M26,D-ERYTHRULOSE
2264,EC-1.1.1.M26,NADH
2265,EC-1.1.1.M26,PROTON
2266,EC-1.1.1.M28,ERYTHRULOSE
2267,EC-1.1.1.M28,NADH
2268,EC-1.1.1.M28,PROTON
2269,EC-1.1.1.M29,Nonaketamide-OxyC
2270,EC-1.1.1.M29,NADPH
2271,EC-1.1.1.M29,PROTON
2272,EC-1.1.1.M31,CPD-275
2273,EC-1.1.1.M31,NADH
2274,EC-1.1.1.M31,PROTON
2275,EC-1.1.1.M32,CPD-1003
2276,EC-1.1.1.M32,NADH
2277,EC-1.1.1.M32,PROTON
2278,EC-1.1.1.M33,CPD-20681
2279,EC-1.1.1.M33,NADH-P-OR-NOP
2280,EC-1.1.1.M33,PROTON
2281,EC-1.1.1.M44,CPD-9701
2282,EC-1.1.1.M44,NAD-P-OR-NOP
2283,EC-1.1.1.M47,CPD-21422
2284,EC-1.1.1.M47,NADH
2285,EC-1.1.1.M47,PROTON
2286,EC-1.1.1.M48,PROTON
2287,EC-1.1.1.M48,4-CARBOXYBENZALDEHYDE
2288,EC-1.1.1.M48,NADH
2289,EC-1.1.1.M5,CPD-21465
2290,EC-1.1.1.M5,NADPH
2291,EC-1.1.1.M5,PROTON
2292,EC-1.1.1.M50,CPD-21463
2293,EC-1.1.1.M50,NADPH
2294,EC-1.1.1.M50,PROTON
2295,EC-1.1.1.M51,CPD-21462
2296,EC-1.1.1.M51,NADPH
2297,EC-1.1.1.M51,PROTON
2298,EC-1.1.1.M9,cis-cis-D19-31-3-oxo-C50-2-ACPs
2299,EC-1.1.1.M9,NADPH
2300,EC-1.1.1.M9,PROTON
2301,EC-1.1.1.M9,cis-cis-D9-21-3-oxo-C40-2-ACPs
2302,EC-1.1.1.M9,NADPH
2303,EC-1.1.1.M9,PROTON
2304,EC-1.1.1.M9,cis-delta21-3-oxo-C40-ACPs
2305,EC-1.1.1.M9,NADPH
2306,EC-1.1.1.M9,PROTON
2307,EC-1.1.1.M9,cis-cis-D5-23-3-oxo-C42-2-ACPs
2308,EC-1.1.1.M9,NADPH
2309,EC-1.1.1.M9,PROTON
2310,EC-1.1.1.M9,cis-cis-D17-29-3-oxo-C48-2-ACPs
2311,EC-1.1.1.M9,NADPH
2312,EC-1.1.1.M9,PROTON
2313,EC-1.1.1.M9,cis-cis-D11-29-3-oxo-C48-2-ACPs
2314,EC-1.1.1.M9,NADPH
2315,EC-1.1.1.M9,PROTON
2316,EC-1.1.1.M9,cis-cis-D21-39-3-oxo-C58-2-ACPs
2317,EC-1.1.1.M9,NADPH
2318,EC-1.1.1.M9,PROTON
2319,EC-1.1.1.M9,cis-delta17-3-oxo-C36-ACPs
2320,EC-1.1.1.M9,NADPH
2321,EC-1.1.1.M9,PROTON
2322,EC-1.1.1.M9,cis-cis-D15-27-3-oxo-C46-2-ACPs
2323,EC-1.1.1.M9,NADPH
2324,EC-1.1.1.M9,PROTON
2325,EC-1.1.1.M9,cis-cis-D19-37-3-oxo-C56-2-ACPs
2326,EC-1.1.1.M9,NADPH
2327,EC-1.1.1.M9,PROTON
2328,EC-1.1.1.M9,cis-delta15-3-oxo-gheddoyl-ACPs
2329,EC-1.1.1.M9,NADPH
2330,EC-1.1.1.M9,PROTON
2331,EC-1.1.1.M9,cis-cis-D7-25-3-oxo-C44-2-ACPs
2332,EC-1.1.1.M9,NADPH
2333,EC-1.1.1.M9,PROTON
2334,EC-1.1.1.M9,cis-delta13-3-oxo-lacceroyl-ACPs
2335,EC-1.1.1.M9,NADPH
2336,EC-1.1.1.M9,PROTON
2337,EC-1.1.1.M9,cis-cis-D17-35-3-oxo-C54-2-ACPs
2338,EC-1.1.1.M9,NADPH
2339,EC-1.1.1.M9,PROTON
2340,EC-1.1.1.M9,cis-delta7-3-oxo-cerotoyl-ACPs
2341,EC-1.1.1.M9,NADPH
2342,EC-1.1.1.M9,PROTON
2343,EC-1.1.1.M9,cis-cis-D7-19-3-oxo-C38-2-ACPs
2344,EC-1.1.1.M9,NADPH
2345,EC-1.1.1.M9,PROTON
2346,EC-1.1.1.M9,cis-cis-D9-27-3-oxo-C46-2-ACPs
2347,EC-1.1.1.M9,NADPH
2348,EC-1.1.1.M9,PROTON
2349,EC-1.1.1.M9,cis-cis-D5-17-3-oxo-C36-2-ACPs
2350,EC-1.1.1.M9,NADPH
2351,EC-1.1.1.M9,PROTON
2352,EC-1.1.1.M9,cis-cis-D11-23-3-oxo-C42-2-ACPs
2353,EC-1.1.1.M9,NADPH
2354,EC-1.1.1.M9,PROTON
2355,EC-1.1.1.M9,3-oxoacyl-meromycolyl-ACP
2356,EC-1.1.1.M9,NADPH
2357,EC-1.1.1.M9,PROTON
2358,EC-1.1.1.M9,cis-delta5-3-oxo-lignoceroyl-ACPs
2359,EC-1.1.1.M9,NADPH
2360,EC-1.1.1.M9,PROTON
2361,EC-1.1.1.M9,cis-cis-D13-25-3-oxo-C44-2-ACPs
2362,EC-1.1.1.M9,NADPH
2363,EC-1.1.1.M9,PROTON
2364,EC-1.1.1.M9,cis-delta9-3-oxo-montanoyl-ACPs
2365,EC-1.1.1.M9,NADPH
2366,EC-1.1.1.M9,PROTON
2367,EC-1.1.1.M9,cis-cis-D15-33-3-oxo-C52-2-ACPs
2368,EC-1.1.1.M9,NADPH
2369,EC-1.1.1.M9,PROTON
2370,EC-1.1.1.M9,cis-delta11-3-oxo-melissoyl-ACPs
2371,EC-1.1.1.M9,NADPH
2372,EC-1.1.1.M9,PROTON
2373,EC-1.1.1.M9,cis-cis-D13-31-3-oxo-C50-2-ACPs
2374,EC-1.1.1.M9,NADPH
2375,EC-1.1.1.M9,PROTON
2376,EC-1.1.2.2,PYRUVATE
2377,EC-1.1.2.2,Cytochromes-C-Reduced
2378,EC-1.1.2.2,PROTON
2379,EC-1.1.2.3,PYRUVATE
2380,EC-1.1.2.3,Cytochromes-C-Reduced
2381,EC-1.1.2.3,PROTON
2382,EC-1.1.2.4,PYRUVATE
2383,EC-1.1.2.4,Reduced-cytochromes-c553
2384,EC-1.1.2.4,PROTON
2385,EC-1.1.2.5,Oxidized-Polyvinyl-Alcohol
2386,EC-1.1.2.5,Cytochromes-C-Reduced
2387,EC-1.1.2.5,PROTON
2388,EC-1.1.2.6,CHLOROACETALDEHYDE
2389,EC-1.1.2.6,Cytochromes-CL-Red
2390,EC-1.1.2.6,PROTON
2391,EC-1.1.2.7,FORMALDEHYDE
2392,EC-1.1.2.7,Cytochromes-CL-Red
2393,EC-1.1.2.7,PROTON
2394,EC-1.1.2.7,Aldehydes
2395,EC-1.1.2.7,Cytochromes-CL-Red
2396,EC-1.1.2.7,PROTON
2397,EC-1.1.2.8,BUTANAL
2398,EC-1.1.2.8,Cytochromes-C-Reduced
2399,EC-1.1.2.8,PROTON
2400,EC-1.1.2.9,CPD-14188
2401,EC-1.1.2.9,HYDROGEN-PEROXIDE
2402,EC-1.1.3,CPD-21650
2403,EC-1.1.3,HYDROGEN-PEROXIDE
2404,EC-1.1.3,2-FUROATE
2405,EC-1.1.3,HYDROGEN-PEROXIDE
2406,EC-1.1.3,PROTON
2407,EC-1.1.3,CPD-18128
2408,EC-1.1.3,HYDROGEN-PEROXIDE
2409,EC-1.1.3,CPD-11572
2410,EC-1.1.3,HYDROGEN-PEROXIDE
2411,EC-1.1.3,CPD-18133
2412,EC-1.1.3,HYDROGEN-PEROXIDE
2413,EC-1.1.3,2-KETOGLUTARATE
2414,EC-1.1.3,HYDROGEN-PEROXIDE
2415,EC-1.1.3,CPD-14156
2416,EC-1.1.3,HYDROGEN-PEROXIDE
2417,EC-1.1.3,CPD-703
2418,EC-1.1.3,HYDROGEN-PEROXIDE
2419,EC-1.1.3,CPD-19841
2420,EC-1.1.3,HYDROGEN-PEROXIDE
2421,EC-1.1.3,OMEGA-ALDEHYDE-FATTY-ACID
2422,EC-1.1.3,HYDROGEN-PEROXIDE
2423,EC-1.1.3.10,CPD-382
2424,EC-1.1.3.10,HYDROGEN-PEROXIDE
2425,EC-1.1.3.11,PYRIDOXAL
2426,EC-1.1.3.11,HYDROGEN-PEROXIDE
